,p,td,ts,o,tu,datetime,lx,ly
1294,4.306291103,1133.285645,,6.579559326,1.336165309,2023-12-16 14:25:47,0.0,0.0
1295,4.281743526,1132.152588,,5.577070236,1.334440708,2023-12-16 14:25:54,0.0,0.0
1296,4.332204819,1132.590576,,6.305567741,1.338728189,2023-12-16 14:26:01,0.0,0.0
1297,4.333060741,1132.261719,,5.791428566,1.330290556,2023-12-16 14:26:08,0.0,0.0
1298,4.334186554,1131.12854,,5.133844376,1.360574961,2023-12-16 14:26:15,0.0,0.0
1299,4.43456459,1132.664185,,5.109670639,1.378440738,2023-12-16 14:26:22,0.0,0.0
1300,4.378530502,1132.620728,,5.080658436,1.331886411,2023-12-16 14:26:29,0.0,0.0
1301,4.338665962,1133.607788,,5.440072536,1.364669085,2023-12-16 14:26:37,0.0,0.0
1302,4.304238796,1132.612427,,6.508644581,1.356159091,2023-12-16 14:26:44,0.0,0.0
1303,4.323248863,1132.78125,,6.892234325,1.352548718,2023-12-16 14:26:51,0.0,0.0
1304,4.308717728,1134.032471,,6.291062355,1.350348711,2023-12-16 14:26:58,0.0,0.0
1305,4.314598083,1133.066284,,5.227325439,1.304237366,2023-12-16 14:27:05,0.0,0.0
1306,4.30085516,1130.266357,,6.007400036,1.346407652,2023-12-16 14:27:12,0.0,0.0
1307,4.272819996,1132.576294,,5.080658913,1.348277688,2023-12-16 14:27:19,0.0,0.0
1308,4.366598606,1132.495605,,4.895311832,1.354547143,2023-12-16 14:27:26,0.0,0.0
1309,4.341265678,1133.116943,,5.422343731,1.36909306,2023-12-16 14:27:33,0.0,0.0
1310,4.339795113,1134.676758,,5.02586031,1.374919295,2023-12-16 14:27:40,0.0,0.0
1311,4.280444145,1132.400635,,5.54805851,1.353161216,2023-12-16 14:27:47,0.0,0.0
1312,4.327521324,1133.842163,,5.058095932,1.364886642,2023-12-16 14:27:54,0.0,0.0
1313,4.287350655,1132.854126,,5.072601318,1.352765799,2023-12-16 14:28:01,0.0,0.0
